2015.admissions.act_scores.midpoint.cumulative,2015.admissions.admission_rate.overall,2015.admissions.sat_scores.average.overall,2015.aid.federal_loan_rate,2015.aid.median_debt.completers.overall,2015.aid.pell_grant_rate,2015.completion.completion_rate_4yr_150nt,2015.cost.attendance.academic_year,2015.earnings.10_yrs_after_entry.not_working_not_enrolled.overall,2015.student.FAFSA_applications,2015.student.family_income.overall,2015.student.parents_education_level,2015.student.size,school.faculty_salary,school.ft_faculty_rate,school.instructional_expenditure_per_fte,school.name,school.ownership,school.region_id,school.state_fips,school.tuition_revenue_per_fte
,,,0.5,,0.5,,,,,,,3.0,7706.0,0.25,53709,Hebrew College,2,1,25,35934
,,,0.5165,16750.0,0.3736,0.4545,42381.0,,49.0,49.0,,91.0,5930.0,1.0,17510,Hellenic College-Holy Cross Greek Orthodox School of Theology,2,1,25,7533
29.0,0.3262,1303.0,0.3784,27000.0,0.1317,0.8526,63588.0,,4218.0,4218.0,4044.0,16456.0,12920.0,0.6598,28414,Boston University,2,1,25,29773
21.0,0.7476,993.0,0.7127,22685.0,0.3846,0.5301,18837.0,,1921.0,1921.0,1742.0,4156.0,8777.0,0.566,8600,Fitchburg State University,1,1,25,6210
21.0,0.7815,966.0,0.7979,27000.0,0.3276,0.524,46281.0,,942.0,942.0,874.0,1810.0,7786.0,0.3258,7055,Lasell College,2,1,25,17765
27.0,0.4903,1211.0,0.5738,23500.0,0.1642,0.7984,55818.0,,1396.0,1396.0,1347.0,3783.0,9694.0,0.4217,11021,Emerson College,2,1,25,26735
23.0,0.671,1066.0,0.6485,24320.5,0.2639,0.5428,40652.0,,991.0,991.0,906.0,1849.0,7844.0,0.225,9550,Lesley University,2,1,25,18402
,0.7001,,0.5749,23531.5,0.2406,0.6832,61951.0,,568.0,568.0,547.0,1396.0,9271.0,0.7907,15158,Hampshire College,2,1,25,24985
,0.5407,,0.5562,24250.0,0.1466,0.7513,55995.0,,532.0,532.0,508.0,1386.0,8127.0,0.6908,13768,Washington College,2,2,24,22283
22.0,0.5849,1014.0,0.698,24512.5,0.4093,0.4101,32479.0,,716.0,716.0,666.0,1266.0,6709.0,1.0,5954,Friends University,2,4,20,13505
24.0,0.8946,1104.0,0.7367,27000.0,0.2711,0.6769,44863.0,,751.0,751.0,728.0,1592.0,6536.0,0.4686,8499,Simpson College,2,4,19,13124
21.0,0.7557,986.0,0.5244,19400.0,0.4261,0.3689,33700.0,,1496.0,1496.0,1343.0,2098.0,5036.0,0.9308,5000,Campbellsville University,2,5,21,9254
22.0,0.6828,1022.0,0.4689,13956.5,0.3992,0.3731,33443.0,,1376.0,1376.0,1256.0,1818.0,5054.0,0.4385,4079,University of the Cumberlands,2,5,21,8124
23.0,0.6769,1045.0,0.7538,27000.0,0.3687,0.5661,44780.0,,528.0,528.0,512.0,975.0,6285.0,0.585,8127,Georgetown College,2,5,21,12259
22.0,0.4794,1003.0,0.7726,29000.0,0.57,0.2992,28535.0,,685.0,685.0,611.0,1023.0,5246.0,0.4766,6933,Brescia University,2,5,21,11745
,,,0.5926,22750.0,0.5364,0.138,14383.0,,2180.0,2180.0,1988.0,3964.0,7257.0,0.3346,5893,University of Maine at Augusta,1,1,23,5493
18.0,0.5747,883.0,0.6766,24391.0,0.5222,0.4126,19865.0,,2390.0,2390.0,2072.0,4254.0,8339.0,0.4846,7192,Bowie State University,1,2,24,4927
18.0,0.3719,888.0,0.6893,22500.0,0.6215,0.1774,16167.0,,1416.0,1416.0,1155.0,2633.0,7395.0,0.5,8582,Coppin State University,1,2,24,1574
,0.7861,,0.7403,27000.0,0.3466,0.6295,47719.0,,618.0,618.0,574.0,1247.0,7409.0,0.4147,8498,Hood College,2,2,24,13965
,,,0.4773,15000.0,0.2058,,,,403.0,403.0,348.0,860.0,11061.0,0.4537,34827,University of Maryland Baltimore,1,2,24,15891
,0.1487,,0.1961,18833.0,0.144,0.927,61650.0,,307.0,307.0,286.0,1794.0,11367.0,0.8588,29673,Bowdoin College,2,1,23,29738
24.0,0.7763,989.0,0.5374,27000.0,0.221,0.5805,45418.0,,739.0,739.0,695.0,1634.0,6024.0,1.0,7839,Saint Joseph's College of Maine,2,1,23,12652
,,,0.4296,22750.0,0.4284,0.2871,17946.0,,352.0,352.0,319.0,546.0,6265.0,0.4545,8409,University of Maine at Machias,1,1,23,4400
17.0,0.893,885.0,0.4032,19500.0,0.324,0.3983,17895.0,,528.0,528.0,490.0,990.0,6729.0,0.4079,6855,University of Maine at Fort Kent,1,1,23,5230
,0.755,,0.611,19750.0,0.3836,0.6974,51471.0,,144.0,144.0,,333.0,7503.0,1.0,13616,College of the Atlantic,2,1,23,39293
,0.2178,,0.2826,14450.0,0.1055,0.8763,62770.0,,299.0,299.0,,1792.0,10873.0,0.803,76031,Bates College,2,1,23,147403
,0.9097,,0.8453,27000.0,0.4309,0.5444,36585.0,,418.0,418.0,399.0,643.0,6038.0,1.0,8011,Unity College,2,1,23,14881
,0.9805,,0.7736,27000.0,0.3608,0.6667,45772.0,,284.0,284.0,264.0,430.0,5602.0,0.2637,10217,Maine College of Art,2,1,23,17779
19.0,0.6326,906.0,0.7636,27000.0,0.3729,0.393,44888.0,,871.0,871.0,791.0,1317.0,5355.0,0.3235,9242,Mount Ida College,2,1,25,16458
25.0,0.7861,1109.0,0.6711,27000.0,0.2164,0.7905,30246.0,,5716.0,5716.0,5529.0,12789.0,11083.0,0.6395,11476,University of New Hampshire-Main Campus,1,1,33,12657
21.0,0.6354,969.0,0.515,25750.0,0.3213,0.6434,40825.0,,717.0,717.0,602.0,1576.0,8217.0,0.8977,6530,Caldwell University,2,2,34,15937
,0.7031,,0.5695,27000.0,0.3013,0.6713,60063.0,,532.0,532.0,493.0,1346.0,9111.0,0.6023,14169,Drew University,2,2,34,16870
24.0,0.8585,1090.0,0.4946,22500.0,0.3273,0.5234,19846.0,,7375.0,7375.0,6946.0,16617.0,7410.0,0.6594,7971,Missouri State University-Springfield,1,4,29,7533
22.0,0.9413,1030.0,0.6163,20831.5,0.5641,0.3107,14430.0,,2925.0,2925.0,2615.0,5202.0,6019.0,1.0,6694,Missouri Southern State University,1,4,29,3143
23.0,0.9676,1050.0,0.657,26000.0,0.3322,0.5376,33414.0,,522.0,522.0,483.0,1086.0,6260.0,0.3829,7779,Fontbonne University,2,4,29,15544
24.0,0.5612,1109.0,0.6233,25000.0,0.3573,0.6235,40119.0,,1453.0,1453.0,1312.0,3150.0,8515.0,1.0,7431,Webster University,2,4,29,15728
26.0,0.7358,1162.0,0.4416,20500.0,0.145,0.7122,46682.0,,662.0,662.0,635.0,1555.0,7117.0,0.5397,7204,Rockhurst University,2,4,29,14629
19.0,0.7427,928.0,0.6312,25000.0,0.4502,0.5016,24343.0,,5710.0,5710.0,4947.0,11755.0,9109.0,0.2527,10111,Kean University,1,2,34,8731
26.0,0.6076,1205.0,0.4717,23000.0,0.3799,0.6051,28150.0,,2736.0,2736.0,2446.0,7049.0,11585.0,0.5761,10123,New Jersey Institute of Technology,1,2,34,14017
18.0,0.7879,878.0,0.7026,25000.0,0.519,0.3944,43180.0,,936.0,936.0,760.0,1600.0,6428.0,0.4581,6906,Felician University,2,2,34,18259
,0.7284,945.0,0.6391,25000.0,0.3886,0.5299,40790.0,,714.0,714.0,644.0,1352.0,8165.0,0.3808,7344,Georgian Court University,2,2,34,18413
,,,0.3821,18515.0,0.25,0.1818,14676.0,,3426.0,3426.0,3047.0,6002.0,5667.0,0.2032,2473,Bellevue University,2,4,31,10804
25.0,0.8879,1145.0,0.4442,20000.0,0.3141,0.3834,17508.0,,939.0,939.0,863.0,1898.0,7188.0,0.6833,9455,Montana Tech of the University of Montana,1,7,30,6853
23.0,0.7659,1064.0,0.8131,25000.0,0.3089,0.6149,40400.0,,954.0,954.0,881.0,1053.0,6522.0,0.75,11677,Doane University-Arts & Sciences,2,4,31,12001
25.0,0.788,1121.0,0.6452,25000.0,0.2729,0.6234,40248.0,,904.0,904.0,851.0,1781.0,6458.0,0.4389,7315,Nebraska Wesleyan University,2,4,31,12115
21.0,0.6063,962.0,0.8487,27000.0,0.3916,0.4348,38903.0,,788.0,788.0,731.0,1220.0,5936.0,1.0,4928,Midland University,2,4,31,13077
23.0,0.7115,1055.0,0.6754,27000.0,0.306,0.5828,37924.0,,594.0,594.0,563.0,1103.0,6196.0,1.0,7679,Hastings College,2,4,31,8283
,,,0.7652,,0.5455,0.2632,25450.0,,70.0,70.0,,123.0,5534.0,0.6,6300,Nebraska Christian College of Hope International University,2,4,31,10758
,,,0.6435,15250.0,0.2471,,,,633.0,633.0,600.0,865.0,8721.0,0.8439,40692,University of Nebraska Medical Center,1,4,31,13469
28.0,0.7897,1246.0,0.4244,22656.0,0.2047,0.7277,20206.0,,1672.0,1672.0,1600.0,5290.0,6974.0,0.8786,9700,Truman State University,1,4,29,5026
,0.4557,,0.6096,27000.0,0.4236,0.2923,31810.0,,933.0,933.0,842.0,1389.0,4384.0,0.6093,4034,Missouri Valley College,2,4,29,6801
,,,0.8094,27025.0,0.7703,0.0694,14389.0,,978.0,978.0,790.0,1363.0,5500.0,0.2707,6702,Harris-Stowe State University,1,4,29,3731
21.0,0.9655,983.0,0.4188,17004.5,0.4074,0.1379,13657.0,,180.0,180.0,169.0,319.0,5254.0,0.9167,3153,Midwestern Baptist Theological Seminary,2,4,29,4495
21.0,0.5589,968.0,0.7722,25000.0,0.4723,0.5238,35732.0,,611.0,611.0,558.0,973.0,5284.0,0.6364,5690,Culver-Stockton College,2,4,29,10070
23.0,0.5802,1073.0,0.684,27000.0,0.4473,0.6612,50321.0,,318.0,318.0,295.0,642.0,6054.0,0.469,11345,Kansas City Art Institute,2,4,29,18095
,,,0.6467,22765.0,0.6025,0.314,18780.0,,196.0,196.0,186.0,348.0,4284.0,1.0,4008,Baptist Bible College,2,4,29,7320
,0.5938,,0.8154,20184.0,0.4973,0.9851,25524.0,,455.0,455.0,424.0,773.0,6410.0,0.641,9048,Cox College,2,4,29,11673
,,,0.6056,20050.0,0.3772,0.4917,15826.0,,1494.0,1494.0,1411.0,2783.0,7302.0,0.5394,6281,Wayne State College,1,4,31,4056
21.0,0.7971,943.0,0.7653,27000.0,0.277,0.4253,47168.0,,950.0,950.0,891.0,1661.0,5352.0,0.3287,8098,Franklin Pierce University,2,1,33,16130
,,,0.6499,14384.0,0.4754,0.1765,16741.0,,1408.0,1408.0,1252.0,1813.0,4963.0,0.0238,4034,Granite State College,1,1,33,5579
23.0,0.5181,1050.0,0.7245,25000.0,0.3548,0.7143,23948.0,,423.0,423.0,391.0,704.0,5692.0,0.7576,10164,Clarkson College,2,4,31,12860
23.0,0.7312,1035.0,0.7217,21437.0,0.325,0.5205,35423.0,,484.0,484.0,454.0,968.0,5503.0,0.2578,4722,William Woods University,2,4,29,7688
,0.5983,,0.466,25000.0,0.3317,0.3793,33567.0,,391.0,391.0,363.0,1052.0,5100.0,0.3981,4174,University of Great Falls,2,7,30,8812
24.0,0.6367,1084.0,0.7652,26437.0,0.3074,0.6559,36034.0,,372.0,372.0,350.0,940.0,5751.0,0.7667,6252,Westminster College,2,4,29,8636
21.0,0.3491,985.0,0.5734,17688.5,0.5874,0.3649,23241.0,,163.0,163.0,149.0,271.0,4914.0,0.4643,4275,Central Christian College of the Bible,2,4,29,4878
21.0,0.3611,990.0,0.8156,30750.0,0.5698,0.3818,17927.0,,72.0,72.0,,153.0,4190.0,0.3548,7550,Saint Louis Christian College,2,4,29,9128
22.0,0.9423,1010.0,0.4756,20946.0,0.5378,0.5926,18180.0,,114.0,114.0,,226.0,3861.0,0.4328,6998,Calvary University,2,4,29,9406
,0.7429,990.0,0.6389,24500.0,0.4201,0.4871,23572.0,,4399.0,4399.0,3820.0,9279.0,10350.0,0.971,11121,William Paterson University of New Jersey,1,2,34,10127
22.0,0.8058,1010.0,0.2989,25500.0,0.1856,0.489,48247.0,,4363.0,4363.0,3426.0,3443.0,11121.0,0.4283,11517,LIU Post,2,2,36,22201
,0.4044,1110.0,0.1262,11000.0,0.3976,0.5772,17071.0,,6232.0,6232.0,4973.0,15148.0,10166.0,0.399,9880,CUNY Queens College,1,2,36,5134
,0.7668,,0.8881,25904.5,0.5181,0.5315,44386.0,,1100.0,1100.0,1004.0,1716.0,6613.0,0.94,8306,Keuka College,2,2,36,15206
,1.0,,0.0,,0.7891,0.5,17240.0,,63.0,63.0,,153.0,3954.0,,4787,Machzikei Hadath Rabbinical College,2,2,36,7801
,0.817,,0.7198,25464.0,0.475,0.512,25881.0,,516.0,516.0,475.0,874.0,6120.0,0.3707,5917,Hilbert College,2,2,36,13633
31.0,0.3207,1360.0,0.3781,23250.0,0.2179,0.8386,65405.0,,6812.0,6812.0,6374.0,25314.0,13803.0,0.4279,30327,New York University,2,2,36,32965
,1.0,,0.0,,0.5313,0.2,19100.0,,43.0,43.0,,126.0,3767.0,0.4,11038,Ohr Hameir Theological Seminary,2,2,36,12152
24.0,0.8383,1060.0,0.5438,25000.0,0.3039,0.529,54829.0,,3832.0,3832.0,3514.0,8371.0,11623.0,1.0,10477,Pace University-New York,2,2,36,21346
24.0,0.6777,1074.0,0.4731,23500.0,0.3568,0.4609,42584.0,,1525.0,1525.0,1324.0,3951.0,11403.0,0.3028,14057,New York Institute of Technology,2,2,36,30263
19.0,0.9857,901.0,0.8053,24499.0,0.5372,0.4692,36939.0,,920.0,920.0,745.0,1540.0,6590.0,0.4567,9188,Nyack College,2,2,36,13261
23.0,0.8474,1037.0,0.6486,25000.0,0.2717,0.6289,41448.0,,1361.0,1361.0,1293.0,3133.0,8019.0,1.0,7309,Niagara University,2,2,36,12869
,0.4322,,0.4571,18135.0,0.4571,0.3333,20923.0,,147.0,147.0,134.0,231.0,4972.0,0.2222,3382,Davis College,2,2,36,9047
,0.4194,1065.0,0.3181,,0.188,0.5,43404.0,,79.0,79.0,65.0,334.0,,0.0593,20562,New York School of Interior Design,2,2,36,30195
,0.6662,,0.3566,23872.0,0.2146,0.6461,60109.0,,1951.0,1951.0,1810.0,6752.0,10469.0,0.1896,14124,The New School,2,2,36,28018
24.0,0.7552,1067.0,0.6862,27000.0,0.3097,0.7126,40755.0,,1612.0,1612.0,1459.0,3373.0,10339.0,0.2642,13402,Molloy College,2,2,36,21778
19.0,0.6919,868.0,0.78,25000.0,0.5569,0.4254,32691.0,,1175.0,1175.0,1034.0,1521.0,5369.0,0.2238,5871,Medaille College,2,2,36,13899
25.0,0.6685,1097.0,0.6137,26000.0,0.2918,0.7215,50517.0,,1518.0,1518.0,1388.0,3576.0,10059.0,0.5102,11142,Manhattan College,2,2,36,21645
,0.7555,,0.7735,26501.0,0.315,0.7291,44771.0,,1166.0,1166.0,1094.0,2078.0,8110.0,0.4332,11656,Nazareth College,2,2,36,19552
,0.7411,,0.5929,26000.0,0.3259,0.5735,49750.0,,768.0,768.0,694.0,1743.0,8468.0,0.3438,8290,Manhattanville College,2,2,36,15830
,0.8571,,0.0,,0.4924,0.0926,14296.0,,56.0,56.0,,145.0,2952.0,0.95,7349,Mirrer Yeshiva Cent Institute,2,2,36,5568
22.0,0.6901,1014.0,0.6493,25750.0,0.2748,0.6397,52399.0,,1931.0,1931.0,1775.0,4039.0,11520.0,0.4859,12870,Rider University,2,2,34,21070
,0.3217,,0.491,26194.0,0.2098,0.7829,64671.0,,642.0,642.0,609.0,1976.0,11018.0,0.5437,31020,Bard College,2,2,36,23137
26.0,0.6587,1176.0,0.809,26848.0,0.2408,0.6895,43749.0,,489.0,489.0,470.0,1001.0,8150.0,0.7971,13566,Albany College of Pharmacy and Health Sciences,2,2,36,25828
,0.5,,0.0,,0.5952,0.3333,,,13.0,13.0,,44.0,2383.0,,19963,Beth Hamedrash Shaarei Yosher Institute,2,2,36,13304
28.0,0.4867,1227.0,0.5185,23250.0,0.1763,0.8457,30299.0,,2170.0,2170.0,2072.0,6590.0,9678.0,0.4302,11642,The College of New Jersey,1,2,34,12296
,1.0,,0.0,,0.3385,0.2353,18570.0,,153.0,153.0,132.0,263.0,5446.0,1.0,12259,Institute of American Indian and Alaska Native Culture and Arts Development,1,6,35,4873
26.0,0.2445,1191.0,0.425,20000.0,0.3019,0.4902,19401.0,,469.0,469.0,434.0,1502.0,8037.0,0.6649,9914,New Mexico Institute of Mining and Technology,1,6,35,5853
,0.9984,,0.6242,25000.0,0.3968,,43603.0,,606.0,606.0,559.0,857.0,6571.0,,7485,Santa Fe University of Art and Design,3,6,35,9615
,0.6318,806.0,0.6168,25000.0,0.4726,0.4888,46509.0,,395.0,395.0,311.0,778.0,7255.0,0.3208,10593,College of Saint Elizabeth,2,2,34,18190
,,,0.7844,23500.0,0.5957,0.0556,22932.0,,304.0,304.0,281.0,446.0,3489.0,0.6,5780,University of the Southwest,2,6,35,11706
23.0,0.7262,1036.0,0.6602,25000.0,0.3434,0.4356,34292.0,,921.0,921.0,850.0,1707.0,6324.0,0.6097,10053,D'Youville College,2,2,36,18590
,0.7616,,0.7311,27000.0,0.3355,0.5497,50755.0,,620.0,620.0,583.0,1252.0,5779.0,0.3545,9077,Elmira College,2,2,36,14079
,0.8076,,0.7747,27000.0,0.361,0.5398,51932.0,,681.0,681.0,644.0,1384.0,8090.0,0.9636,11582,Hartwick College,2,2,36,20667
25.0,0.6493,1080.0,0.4322,26000.0,0.2874,0.5801,51528.0,,5327.0,5327.0,4814.0,11244.0,12027.0,0.4371,11337,St John's University-New York,2,2,36,22454
19.0,0.7335,882.0,0.684,17359.0,0.5369,0.3505,22045.0,,1700.0,1700.0,1503.0,2420.0,6567.0,0.5746,9169,SUNY College of Agriculture and Technology at Cobleskill,1,2,36,4389
,0.3016,,0.0,,0.3895,0.3333,18300.0,,22.0,22.0,,102.0,3754.0,0.9667,11383,Sh'or Yoshuv Rabbinical College,2,2,36,2195
22.0,0.6792,1010.0,0.5476,21500.0,0.3243,0.6757,28621.0,,1770.0,1770.0,1560.0,3833.0,8724.0,1.0,9024,St. Joseph's College-New York,2,2,36,16232
,0.3244,1230.0,0.1209,10800.0,0.454,0.6986,16468.0,,5840.0,5840.0,4519.0,14896.0,11827.0,0.4177,10599,CUNY Bernard M Baruch College,1,2,36,6442
33.0,0.0661,1473.0,0.258,21500.0,0.2194,0.9518,66604.0,,1827.0,1827.0,1697.0,8102.0,17555.0,0.5289,77711,Columbia University in the City of New York,2,2,36,31658
,0.9839,,0.0,,0.7357,0.1684,23445.0,,318.0,318.0,144.0,513.0,2979.0,0.8276,2356,Central Yeshiva Tomchei Tmimim Lubavitz,2,2,36,5715
27.0,0.6806,1198.0,0.7481,27000.0,0.2686,0.7248,59672.0,,1387.0,1387.0,1346.0,3153.0,10338.0,0.7933,14452,Clarkson University,2,2,36,15699
,,,0.1639,9340.0,0.2322,,,,797.0,797.0,613.0,1463.0,13685.0,0.4317,52590,CUNY Graduate School and University Center,1,2,36,8516
,0.8149,,0.8359,26000.0,0.461,0.5846,45054.0,,627.0,627.0,575.0,1050.0,6926.0,1.0,9023,Cazenovia College,2,2,36,9879
19.0,0.6231,901.0,0.6389,21409.5,0.5122,0.4878,18907.0,,5245.0,5245.0,4485.0,9018.0,7733.0,0.4527,10489,SUNY Buffalo State,1,2,36,4432
,1.0,,0.0,,0.6848,0.2576,20159.0,,219.0,219.0,,349.0,3785.0,0.7778,5535,Talmudical Seminary Oholei Torah,2,2,36,9920
21.0,0.4401,994.0,0.3156,16000.0,0.2993,0.4809,14718.0,,3059.0,3059.0,2732.0,7977.0,8243.0,0.2965,10324,Farmingdale State College,1,2,36,5869
23.0,0.5267,1032.0,0.683,20750.0,0.3979,0.6887,20867.0,,3469.0,3469.0,3154.0,6997.0,7406.0,0.5452,13007,SUNY College at Brockport,1,2,36,5414
24.0,0.5925,1050.0,0.7178,25000.0,0.373,0.6506,22066.0,,2008.0,2008.0,1881.0,4542.0,7087.0,0.5563,11807,SUNY at Fredonia,1,2,36,5392
,1.0,,0.0,,0.1742,0.4444,18907.0,,19.0,19.0,,158.0,3177.0,,5860,Rabbinical Academy Mesivta Rabbi Chaim Berlin,2,2,36,3276
,,,0.0,,0.8394,0.7907,14193.0,,100.0,100.0,,286.0,2910.0,,2688,Rabbinical College Bobover Yeshiva Bnei Zion,2,2,36,8234
30.0,0.4187,1368.0,0.5721,27500.0,0.1602,0.8123,64198.0,,1807.0,1807.0,1752.0,5781.0,12406.0,0.876,19285,Rensselaer Polytechnic Institute,2,2,36,27375
,0.3382,,0.463,24500.0,0.1805,0.882,63268.0,,1743.0,1743.0,1638.0,6125.0,12828.0,0.9663,30917,University of Rochester,2,2,36,23540
,1.0,,0.0,,0.2745,0.1163,16628.0,,21.0,21.0,,89.0,5984.0,,7370,Torah Temimah Talmudical Seminary,2,2,36,6088
20.0,0.7888,942.0,0.4208,22500.0,0.2354,0.5529,39073.0,,506.0,506.0,456.0,1170.0,8676.0,0.3659,8199,St. Thomas Aquinas College,2,2,36,14758
23.0,0.586,1035.0,0.5823,22737.0,0.4474,0.5611,18357.0,,7695.0,7695.0,6981.0,15158.0,8150.0,0.7679,8394,University of North Carolina at Greensboro,1,5,37,5686
19.0,0.6048,910.0,0.8007,29000.0,0.6109,0.4384,16566.0,,4841.0,4841.0,4409.0,9036.0,8808.0,0.6698,8565,North Carolina A & T State University,1,5,37,5784
29.0,0.5043,1264.0,0.4104,20782.0,0.2181,0.7517,22767.0,,6314.0,6314.0,6082.0,22458.0,10241.0,0.8859,14565,North Carolina State University at Raleigh,1,5,37,8970
20.0,0.6096,912.0,0.842,27000.0,0.6079,0.3356,39413.0,,928.0,928.0,853.0,1353.0,5163.0,0.6078,6001,Mars Hill University,2,5,37,10439
17.0,0.4563,796.0,0.8313,32050.0,0.7033,0.4574,32021.0,,905.0,905.0,789.0,1371.0,6239.0,0.5789,7783,Johnson C Smith University,2,5,37,10066
14.0,0.7127,708.0,0.94,42000.0,0.8463,0.2441,26721.0,,1119.0,1119.0,954.0,1261.0,5392.0,0.9452,4904,Livingstone College,2,5,37,12904
,0.665,,0.7734,20000.0,0.5074,0.3625,39684.0,,721.0,721.0,672.0,1032.0,5026.0,0.4103,5073,Lees-McRae College,2,5,37,9551
23.0,0.6904,1053.0,0.5648,24788.0,0.343,0.6213,21040.0,,9184.0,9184.0,8605.0,21697.0,8008.0,0.8336,11334,East Carolina University,1,5,37,6784
27.0,0.5999,1173.0,0.4716,19500.0,0.3086,0.7368,23249.0,,7701.0,7701.0,6954.0,19692.0,10307.0,0.6044,18096,University at Buffalo,1,2,36,9402
,,,0.8529,,0.8529,0.75,15619.0,,39.0,39.0,,65.0,1883.0,,4427,Heritage Bible College,2,5,37,5597
25.0,0.7249,1113.0,0.4432,22421.5,0.1093,0.6498,46710.0,,1405.0,1405.0,1370.0,4362.0,7117.0,0.9932,9351,High Point University,2,5,37,24006
27.0,0.572,1211.0,0.3127,23250.0,0.0834,0.8333,45186.0,,1181.0,1181.0,1156.0,5903.0,9012.0,0.7449,16150,Elon University,2,5,37,27127
,,,0.0,,0.8508,0.4432,18495.0,,841.0,841.0,,2096.0,3173.0,0.3767,4208,United Talmudical Seminary,2,2,36,11642
24.0,0.7533,1065.0,0.4228,27000.0,0.2493,0.6866,52435.0,,961.0,961.0,894.0,3581.0,4657.0,0.1678,16025,School of Visual Arts,3,2,36,33061
,,,0.0,,0.786,0.1912,15661.0,,125.0,125.0,21.0,220.0,2238.0,0.8667,6266,Yeshiva of Nitra Rabbinical College,2,2,36,9417
,0.8049,,0.0,,0.0714,0.55,17480.0,,,,,66.0,6270.0,,13667,Yeshiva Shaar Hatorah,2,2,36,19283
27.0,0.8049,1229.0,0.2434,19500.0,0.1701,0.879,56555.0,,594.0,594.0,576.0,2740.0,12158.0,0.5535,33181,Yeshiva University,2,2,36,22244
22.0,0.6787,1021.0,0.716,27000.0,0.4186,0.4268,31581.0,,719.0,719.0,665.0,1482.0,4508.0,0.5597,5204,Belmont Abbey College,2,5,37,10693
,,,0.5,15205.0,0.2267,,,,278.0,278.0,235.0,347.0,11462.0,0.8512,77692,SUNY Downstate Medical Center,1,2,36,21295
25.0,0.6096,1162.0,0.4986,20500.0,0.2899,0.7123,21050.0,,5001.0,5001.0,4737.0,12971.0,8013.0,0.6878,7900,University of North Carolina Wilmington,1,5,37,7438
,0.6048,,0.9339,38000.0,0.8095,0.2978,29359.0,,1179.0,1179.0,982.0,1505.0,4987.0,0.6213,8057,Shaw University,2,5,37,13888
20.0,0.4653,931.0,0.7265,22399.0,0.4593,0.4267,37589.0,,512.0,512.0,463.0,909.0,6098.0,0.6831,7200,Pfeiffer University,2,5,37,11314
24.0,0.6712,1064.0,0.5994,26000.0,0.3195,0.5305,46333.0,,739.0,739.0,683.0,1551.0,8087.0,0.5107,9896,Queens University of Charlotte,2,5,37,13803
22.0,0.6336,1010.0,0.6937,22500.0,0.4038,0.5202,38543.0,,607.0,607.0,574.0,1065.0,5433.0,0.4609,5919,Quincy University,2,3,17,8578
24.0,0.6587,1059.0,0.5349,20101.5,0.323,0.6639,40196.0,,379.0,379.0,344.0,756.0,5482.0,0.6321,12018,Goshen College,2,3,18,14725
22.0,0.698,994.0,0.773,27000.0,0.3628,0.5993,40255.0,,587.0,587.0,557.0,1031.0,6723.0,0.6864,9157,Franklin College,2,3,18,13311
24.0,0.7738,1063.0,0.5132,21500.0,0.2897,0.6,34089.0,,863.0,863.0,813.0,1588.0,7086.0,0.9853,6490,Grace College and Theological Seminary,2,3,18,7577
30.0,0.7052,1314.0,0.4774,22500.0,0.199,0.8903,43715.0,,740.0,740.0,,2447.0,8998.0,0.6822,13369,Wheaton College,2,3,17,19539
24.0,0.7765,1089.0,0.4373,25150.0,0.1713,0.558,46275.0,,1281.0,1281.0,1218.0,1713.0,7242.0,0.4241,7102,Trine University,2,3,18,13486
26.0,0.819,1159.0,0.6429,27000.0,0.2504,0.6677,45945.0,,1369.0,1369.0,1305.0,3125.0,8190.0,0.7559,10547,Valparaiso University,2,3,18,16632
20.0,0.5529,925.0,0.1487,20200.0,0.1268,0.6343,36490.0,,321.0,321.0,293.0,548.0,5407.0,0.2438,6542,Oakland City University,2,3,18,14439
27.0,0.8508,1191.0,0.456,24000.0,0.1759,0.7718,40960.0,,676.0,676.0,661.0,1887.0,6703.0,0.6056,11439,Taylor University,2,3,18,19000
,,,0.7743,24500.0,0.3814,0.4775,38805.0,,628.0,628.0,568.0,941.0,6098.0,0.7126,7373,Briar Cliff University,2,4,19,11827
23.0,0.7063,1013.0,0.8207,27000.0,0.3681,0.5376,40232.0,,803.0,803.0,764.0,1240.0,7278.0,0.7315,8168,Manchester University,2,3,18,14223
,,,0.6154,21772.0,0.3357,,,,98.0,98.0,,134.0,11549.0,1.0,16265,Rush University,2,3,17,26695
23.0,0.5599,1070.0,0.7729,27000.0,0.3376,0.5477,39360.0,,810.0,810.0,776.0,1298.0,6623.0,1.0,5621,Morningside College,2,4,19,10118
25.0,0.9915,1129.0,0.5457,27000.0,0.2096,0.6822,39124.0,,779.0,779.0,741.0,1868.0,6581.0,0.6364,6605,Benedictine College,2,4,20,11387
20.0,0.7271,940.0,0.7577,26000.0,0.42,0.6471,37000.0,,412.0,412.0,381.0,643.0,5720.0,0.6667,8064,McPherson College,2,4,20,9819
,,,0.8034,25000.0,0.5822,0.402,26944.0,,984.0,984.0,758.0,1150.0,3597.0,0.2571,2852,Central Christian College of Kansas,2,4,20,10340
21.0,0.6918,970.0,0.7368,24000.0,0.5333,0.3211,34038.0,,497.0,497.0,451.0,794.0,4616.0,1.0,5334,Union College,2,5,21,10141
19.0,0.4761,888.0,0.9,36000.0,0.7725,0.3832,29101.0,,721.0,721.0,599.0,1185.0,6262.0,0.5319,13072,Dillard University,2,5,22,12916
